"employee_id","name","gender","dates_of_birth","email","address","department","job_titles","manager_id","hire_date","salary","employment_status","employee_type","education_level","certifications","skills","performance_ratings","work_experience","benefits_enrollment","city","employee_status"
6340,"Zachary Mullins","Female","1996-10-11","floreslaura@example.com","938 Anthony Shore Suite 087
Christyfort, ID 72553","Finance","Designer, ceramics/pottery",6,"2020-06-04",71530,"Part-time","Contract","Bachelor's Degree","into, attorney","side, test, available",4,"Hair crime clearly believe. Stop customer floor arm office forget.","top, along, although","Jesuston","On Leave"
6779,"Stacy Eaton","Female","1969-05-11","bakerpatricia@example.org","3162 Matthew Mount Suite 053
Maymouth, WY 59701","Engineering","Primary school teacher",5,"2020-03-08",72269,"Part-time","Contract","Master's Degree","time, course","leader, interesting",5,"Enough commercial right several report admit black production.","everything, behind, structure","New Patricia","Terminated"
9223,"Melanie Wallace","Female","1982-03-04","wrighttony@example.com","3450 Huang Crossroad
Saraview, CO 07803","Finance","Licensed conveyancer",7,"2019-11-27",67445,"Full-time","Contract","Master's Degree","many","someone, let, oil, stop",4,"Quality reality threat build perhaps free. However heavy culture start.","scene, nature","Rodriguezborough","On Leave"
2809,"William Smith","Male","1971-09-20","sheenabush@example.com","613 Mark Views
East Karen, AK 41787","IT","TEFL teacher",9,"2023-11-02",69506,"Part-time","Contract","Associate Degree","sea","laugh, position, heart, center, message",4,"Allow ok contain me opportunity individual.","save, travel","Debbieville","Terminated"
5347,"Amy Alvarez","Female","1979-03-30","mcleancarlos@example.com","88582 Jason Skyway Suite 473
South Karenchester, GU 25599","Finance","Purchasing manager",4,"2020-11-11",111868,"Full-time","Contract","Master's Degree","firm","why, throw, peace, create, enough",3,"Produce board out information thousand structure.","before, sound, stay","Bradleychester","On Leave"
1985,"Robert Powers","Female","1965-02-26","davidchen@example.com","87782 Hernandez Highway Apt. 217
Elizabethhaven, CT 72471","HR","Chief of Staff",2,"2023-06-01",112424,"Full-time","Temporary","Master's Degree","simple, budget","several, reduce, bank",2,"Since everybody when door few believe. Participant see enjoy particularly which ready participant rate.","ball, property","Port Claudia","Terminated"
8202,"Kenneth Hernandez","Male","1968-03-06","jwoods@example.net","32763 Goodman Orchard
Colehaven, AR 25010","Engineering","Retail merchandiser",1,"2021-06-29",93493,"Contractor","Contract","Master's Degree","painting","house, hot, a",4,"Few mind majority. Tree who anyone according kind.","college, spring, different","Walkerburgh","Terminated"
8672,"Brian King","Male","1970-01-28","clarkbenjamin@example.com","444 Thomas Isle
Debrachester, MS 02233","Finance","Pathologist",2,"2021-06-24",63828,"Contractor","Temporary","Master's Degree","road, center","poor, gun, song",2,"Southern them least top. Stock modern look health activity market.","others, bank","Port Elizabethborough","On Leave"
8304,"Joshua Duncan","Non-Binary","1995-02-22","jacquelineschwartz@example.com","0940 Cummings Mall Suite 882
Warrenfurt, MD 11180","Finance","Television floor manager",7,"2020-10-14",102652,"Contractor","Temporary","High School","poor","job, contain",5,"View staff since mean. Music single effort PM impact music.","language, many","Coleburgh","Active"
4862,"Lisa Foley","Non-Binary","1989-05-23","hdavis@example.com","201 Gonzalez Shores
Stricklandport, NJ 39561","Finance","Control and instrumentation engineer",10,"2022-12-19",47324,"Full-time","Temporary","High School","relate, its","church, concern, name, area, remain",4,"Quickly everybody money prepare foreign what necessary. Either compare many church huge what.","there, decide, opportunity","Housetown","Terminated"
1882,"Christy Moreno","Non-Binary","1976-02-03","alexis41@example.net","7720 Michael Lake Suite 757
Castroville, RI 45792","Marketing","Energy engineer",7,"2019-04-22",78187,"Contractor","Regular","Bachelor's Degree","foreign, where, measure","kind, staff, push, especially",2,"Truth alone energy laugh these east religious.","pick, ok","Gonzalezshire","Active"
8704,"Amber Gonzalez","Non-Binary","1971-09-06","kristinagraves@example.com","Unit 1166 Box 3367
DPO AA 89394","IT","Editor, commissioning",6,"2020-02-15",64563,"Part-time","Regular","Bachelor's Degree","purpose, affect","perhaps, heavy, start",3,"Respond rule these raise trade south water but.","option, official, step","Kristaberg","On Leave"
6513,"Karen Dougherty","Female","1977-06-13","zacharyford@example.org","28296 Jesus Inlet
Thomasbury, MI 59173","Finance","Advice worker",9,"2023-03-13",78147,"Full-time","Regular","PhD","today, nice, yeah","together, recognize",3,"Box off write girl would likely prepare weight. Although success drive music support interest.","service","Amberhaven","On Leave"
3971,"Tyrone Myers","Male","1963-04-12","jack94@example.net","92417 Brown Village
Victoriahaven, RI 50231","HR","Legal executive",4,"2018-11-21",95130,"Contractor","Regular","Master's Degree","meeting, senior","build, television",3,"Central bit clearly something change.","establish, meet","New Michaelhaven","Active"
3497,"Samantha Baker","Female","1978-01-21","uwilson@example.com","2860 Erickson Station
Lake Ronald, NJ 82738","HR","Chartered management accountant",1,"2020-09-28",50757,"Contractor","Temporary","Associate Degree","throw, remain, statement","take, else, dinner, leader",4,"Tv case stop send then eye add. Its either player if.","catch, ten","Nguyenshire","Terminated"
3096,"Kenneth Black","Male","1987-07-02","shannonyoung@example.net","8059 Richardson Squares
Jonesland, HI 62366","IT","Medical sales representative",1,"2023-03-12",98721,"Part-time","Temporary","Master's Degree","make, strong","rather, billion",2,"Entire most way maintain edge at situation. Its everyone daughter produce ability go.","those, purpose, certainly","North Shawna","Active"
8318,"Michael Knight","Female","1996-02-24","kirstenmcguire@example.com","1031 Kelly Overpass
Turnerchester, MT 44349","Engineering","Lecturer, further education",6,"2020-06-11",54842,"Full-time","Contract","High School","send, piece","job, her, sell, reduce",3,"Close above offer stay. Clearly Republican both may tell.","imagine, particular","Arielland","On Leave"
5875,"William Preston","Female","1969-06-05","judydillon@example.net","95788 Ian Meadows Apt. 264
Morenoberg, OR 07544","Finance","Engineer, land",5,"2021-12-07",105453,"Contractor","Contract","Associate Degree","culture, among","step, town, would",1,"Pretty across far staff quality these. Cultural put minute place do.","point, improve, media","South John","Active"
9098,"Judy Rodriguez","Male","1975-01-11","qnunez@example.org","6383 Sarah Shore Apt. 759
Joshuaside, MA 81590","IT","Health promotion specialist",5,"2023-04-26",83975,"Full-time","Regular","Bachelor's Degree","grow, thought, carry","consumer, only, why, decision",4,"Lay thing able particularly final source table hope.","for, she","Berryburgh","On Leave"
4222,"Brandon Becker","Non-Binary","2004-12-20","tanyalane@example.net","051 Robert Coves
Diazstad, HI 07781","IT","Exhibitions officer, museum/gallery",6,"2023-09-19",77626,"Contractor","Regular","PhD","person, exist","analysis, ground",5,"Resource left Democrat final detail. Attorney minute accept information.","major","North Vanessa","Terminated"
9645,"Timothy Horn","Non-Binary","1979-03-10","katiejackson@example.com","64241 Salinas Heights
Lake Jerryton, RI 55114","IT","Magazine features editor",2,"2020-07-31",89190,"Part-time","Regular","Bachelor's Degree","between, PM, involve","season, question",4,"Always program rather floor ask let ok. Family popular age call prove morning standard.","agent","North Chrisstad","Terminated"
3576,"Donald Cox","Male","1986-01-23","kurtbrowning@example.com","50913 Michael Squares Suite 067
Andersonfort, OK 30966","HR","Programmer, applications",10,"2020-12-04",53538,"Part-time","Contract","Bachelor's Degree","rock, sense","special, artist",3,"Water cause simple civil feeling wonder. Report appear laugh sport.","anything","Larafort","On Leave"
5943,"Peter Richards","Male","2003-12-06","schambers@example.net","585 Samuel Garden
Jonathanmouth, AK 21647","Engineering","Secretary, company",3,"2021-04-25",48584,"Full-time","Contract","PhD","six","condition, however, inside, no",4,"Cover health two experience large decade.","house","Rhondastad","Terminated"
7129,"Melissa Bowen","Female","1963-09-10","cohenpeter@example.org","102 Coleman Port
Josechester, KY 13666","IT","Professor Emeritus",4,"2020-12-29",95737,"Full-time","Contract","Bachelor's Degree","write","still, story",3,"Free those month main successful. Learn data out scene yet.","necessary, manager","West Robert","Terminated"
8154,"Michelle Williams","Female","1960-04-30","srobinson@example.com","850 Kevin Camp
Hernandeztown, AS 96286","HR","Electrical engineer",9,"2020-10-26",90872,"Contractor","Temporary","Bachelor's Degree","safe, participant","sense, nature, amount, leave, reduce",5,"Strong put show investment. Store nature more compare.","eat","Andradeland","Terminated"
2740,"Karen Davis","Non-Binary","2005-09-30","schase@example.net","230 Johnson Lodge Apt. 969
Graychester, WI 35914","Finance","Haematologist",7,"2022-10-15",64828,"Full-time","Regular","PhD","myself","by, before, coach",4,"Threat color product team air back inside.","write, security, return","East Raymondburgh","Terminated"
6526,"Christine Graham","Non-Binary","1994-09-02","erin80@example.net","64647 Adam Roads Apt. 989
East Sean, OR 66963","Engineering","Associate Professor",6,"2022-10-07",63883,"Full-time","Temporary","Associate Degree","pressure, likely","sea, down, firm",2,"Public early capital billion exactly strategy.","fine, family","Floreston","On Leave"
3672,"James Farley","Male","1960-10-19","derekpalmer@example.com","66650 Tiffany Rest
Maryside, TN 65518","Finance","Therapist, drama",10,"2022-09-19",100555,"Part-time","Contract","Associate Degree","provide, even","give, last, there",1,"Probably letter site ask. Watch house spring share tend school as before.","type","East Robert","Terminated"
3092,"Katrina Hinton MD","Female","1973-11-11","jmason@example.com","92900 Henry Landing
Johnberg, GA 29114","Engineering","Engineer, materials",8,"2022-01-19",70217,"Part-time","Contract","Associate Degree","his","keep, bad, a, study",5,"Standard certainly draw owner black.","not, others, tough","Hollychester","Active"
2159,"Eileen Salinas","Male","2002-11-17","woodjessica@example.net","08130 Beth Fields Apt. 328
Stewartshire, OH 18448","IT","Solicitor",2,"2023-09-07",76375,"Full-time","Temporary","Bachelor's Degree","capital, theory, building","song, community, suddenly",4,"Street difference price assume.","century","Lake Veronica","On Leave"
5445,"Megan Donaldson","Male","1961-09-29","elizabeth82@example.net","3811 Matthew Forge
Jonport, NJ 35185","Engineering","Leisure centre manager",2,"2022-08-24",65816,"Part-time","Regular","Associate Degree","enough, decide","Mr, suggest, final, task, process",3,"Policy how always whose or. Face us accept account unit whom view.","here, catch, seat","Lake Jamesland","On Leave"
9864,"Danielle Hogan","Male","1995-11-22","daniel91@example.net","584 Williams Mission Suite 212
West Victoriaville, VI 20450","Finance","Primary school teacher",6,"2022-09-06",99442,"Full-time","Temporary","Bachelor's Degree","direction, response","law, hand",3,"Term ahead past statement. Even me moment girl certain light.","ten, property","Hamptonville","Active"
4968,"Sharon Johnson","Male","1972-10-14","sullivangregory@example.net","2145 Ramirez Ramp
East Lindaport, NJ 70480","IT","Claims inspector/assessor",7,"2020-12-09",45305,"Contractor","Contract","Master's Degree","happy","field, already, else, debate, anyone",2,"Order cut front same draw. Process church gas night movement fact ground.","study, remember, stay","Lake Philipport","Active"
9965,"Anthony White","Non-Binary","1967-11-24","fbenton@example.org","87700 Angela Inlet
Lake Staceyhaven, SD 22926","Engineering","Electronics engineer",2,"2023-09-21",41446,"Contractor","Temporary","PhD","style, together, great","tend, project, suddenly, red",2,"Like art marriage grow kitchen.","simply, recently","Janethaven","Active"
6942,"David Mcbride","Female","2000-10-26","mmoody@example.com","84152 James Valley Suite 550
Lake James, OR 59953","IT","Waste management officer",8,"2020-04-08",44438,"Full-time","Contract","PhD","new, who","from, suddenly, myself, work",3,"Music industry magazine well. On animal next.","guess","West Mikayla","On Leave"
6274,"Michael Moody","Non-Binary","1973-05-12","hbarrett@example.org","040 Garza Via
South Robertburgh, IL 60897","Finance","Designer, jewellery",8,"2021-01-31",54430,"Full-time","Regular","Associate Degree","truth, couple","figure, enter",5,"Agreement per per also usually very.","serve","Mcintyreborough","Active"
2832,"Joshua Drake","Male","1996-07-02","ymcfarland@example.org","34976 Bridges Neck
Port Dawn, AK 56213","HR","Prison officer",7,"2019-01-14",77177,"Part-time","Contract","Bachelor's Degree","tax, ever, join","discover, reflect, art",4,"Relationship follow lose free.","above, training","Lake Jenna","On Leave"
9531,"Kimberly Williams","Male","1962-02-14","elizabeth60@example.org","06504 Vargas Plaza Apt. 719
Hollandfort, VI 75693","Marketing","Film/video editor",4,"2020-12-03",106008,"Part-time","Regular","PhD","out","serve, country, size",4,"Idea draw involve him however partner hair ready.","truth, while","Rushstad","On Leave"
